QUERY_TERM	PMID	JOURNAL_TITLE	YEAR	PMCID	DOI	PMC_CITATION_COUNT	INDRA_STATEMENT_COUNT	MESH_TERMS
HOTAIR	32602030	J. Mol. Neurosci.	2020		10.1007/s12031-020-01623-7	0	0	Mice|Animals|RNA, Long Noncoding|Myeloid Differentiation Factor 88|Microglia|Ubiquitination|Brain Injuries, Traumatic|Macrophage Activation|Adaptor Proteins, Signal Transducing|RNA, Small Interfering|Cell Movement|Cell Proliferation|Cell Line, Tumor|Transfection|Macrophages|Myd88 protein, mouse
HOTAIR	32601922	Mol. Biol. Rep.	2020		10.1007/s11033-020-05609-x	0	0	Humans|RNA, Long Noncoding|Drug Resistance, Neoplasm|Prospective Studies|Neoplasms|MicroRNAs|Disease Progression
HOTAIR	32583079	Gastric Cancer	2020		10.1007/s10120-020-01091-3	0	0	Female|Humans|Male|Stomach Neoplasms|RNA, Long Noncoding|Up-Regulation|Neoplastic Processes|Transcriptional Activation|Gene Expression Regulation, Neoplastic|MicroRNAs|Biological Phenomena|Cell Proliferation|Prognosis|Cell Movement|Cell Line, Tumor|Apoptosis|Vagina|Disease Progression|Oncogenes|COL5A1 protein, human|Collagen Type V
HOTAIR	32582996	Mol Med Rep	2020		10.3892/mmr.2020.11268	0	0	Animals|Mice|Male|HOTAIR long untranslated RNA, human|RNA, Long Noncoding|Epidermal Cells|Wound Healing|Burns|Stem Cells|Cell Proliferation|Re-Epithelialization|Cell Movement|Cell Differentiation|Transfection|Cell Survival|Cell Line, Tumor
HOTAIR	32566019	Oncol Lett	2020	PMC7285833	10.3892/ol.2020.11620	0	0	Humans|Male|Female|Aged|Thyroid Cancer, Papillary|HOTAIR long untranslated RNA, human|RNA, Long Noncoding|Lymphatic Metastasis|CDH1 protein, human|Cadherins|Cell Movement|Cell Proliferation|Thyroid Neoplasms|Carcinoma, Papillary|Gene Expression Regulation, Neoplastic|RNA, Small Interfering|Vimentin|Antigens, CD|Wnt Signaling Pathway|Cell Line, Tumor|Neck|Lymph Nodes
HOTAIR	32554864	Aging (Albany NY)	2020		10.18632/aging.103355	0	0	Humans|Male|Adult|Middle Aged|Female|Carcinoma, Hepatocellular|RNA, Long Noncoding|Liver Neoplasms|Gene Expression Regulation, Neoplastic|Hep G2 Cells|Biomarkers, Tumor|Up-Regulation|Exosomes|Liver Cirrhosis
HOTAIR	32529986	J. Genet.	2020			0	0	Humans|Male|RNA, Long Noncoding|Prognosis|Esophageal Neoplasms|Neoplasm Staging|Disease-Free Survival|Biomarkers, Tumor|Gene Expression Regulation, Neoplastic|Lymphatic Metastasis|Proportional Hazards Models|Rare Diseases|Progression-Free Survival|Odds Ratio
HOTAIR	32529678	J. Cell. Physiol.	2020		10.1002/jcp.29825	0	0	Humans|long non-coding RNA TUSC7, human|RNA, Long Noncoding|MicroRNAs|Phosphatidylinositol 3-Kinases|Esophageal Neoplasms|Prognosis|Gene Expression Regulation, Neoplastic|Gene Regulatory Networks|Genes, Regulator|RNA, Messenger|Esophagus|AKT1 protein, human|Proto-Oncogene Proteins c-akt|Signal Transduction|Kaplan-Meier Estimate|Rare Diseases
HOTAIR	32508030	Clin Transl Med	2020	PMC7240863	10.1002/ctm2.21	0	0	Humans|Male|Female|Middle Aged|palbociclib|Piperazines|Pyridines|Glioma|Cell Cycle Checkpoints|Up-Regulation|Glioblastoma|Transcriptional Activation|Enzyme Inhibitors|Cyclin-Dependent Kinase 4|Cyclin-Dependent Kinase 6|Protein Kinase Inhibitors|Cell Line, Tumor|Cell Proliferation|Apoptosis|EZH2 protein, human|Enhancer of Zeste Homolog 2 Protein|CDK4 protein, human
HOTAIR	32495292	Cell Oncol (Dordr)	2020		10.1007/s13402-020-00521-9	0	0	Humans|Carcinoma, Squamous Cell|Mouth Neoplasms|Precancerous Conditions|Mouth Mucosa|RNA, Untranslated|Biomarkers, Tumor|Epithelium|Hyperplasia|Disease Progression|Head and Neck Neoplasms
pca3	32630458	Biomedicines	2020		10.3390/biomedicines8060173	0	0	Middle Aged|Humans|Male|Prostate|Prostate-Specific Antigen|Hyperplasia|Prostatic Neoplasms|Biopsy|Prostatic Hyperplasia|Immunologic Tests|Diagnosis, Differential
pca3	32398974	EXCLI J	2020	PMC7214775	10.17179/excli2020-1036	0	0	
pca3	32388776	Endocr. Pathol.	2020		10.1007/s12022-020-09626-1	0	0	Humans|Male|Middle Aged|Female|HOTAIR long untranslated RNA, human|RNA, Long Noncoding|Carcinoma, Neuroendocrine|Lung Neoplasms|Neuroendocrine Tumors|Carcinoid Tumor|Small Cell Lung Carcinoma|Immunohistochemistry|Prognosis|Biomarkers, Tumor|Carcinoma, Non-Small-Cell Lung|prostate cancer antigen 3, human|Cell Differentiation|In Situ Hybridization|INSM1 protein, human|Repressor Proteins
pca3	32388502	Urol. Int.	2020		10.1159/000506885	0	0	Humans|Male|Prostate|Prostatic Neoplasms|Prostatitis|Oncogenes|Prostate-Specific Antigen|Antigens, Neoplasm|Biopsy|Biomarkers, Tumor|Body Fluids|Predictive Value of Tests|Inflammation
pca3	32280028	Clin Genitourin Cancer	2020		10.1016/j.clgc.2020.03.005	0	0	Humans|Male|prostate cancer antigen 3, human|Antigens, Neoplasm|Prostatic Neoplasms|Prostate-Specific Antigen|Biopsy|Biomarkers, Tumor
pca3	32256177	Saudi J Biol Sci	2020	PMC7105665	10.1016/j.sjbs.2020.02.003	0	0	Humans|Male|kallikrein-related peptidase 3, human|Prostate-Specific Antigen|Prostatic Neoplasms|PSCA protein, human|Antigens, Neoplasm|Prostate|prostate cancer antigen 3, human|Kallikreins|Biomarkers, Tumor|Biopsy|Neoplasm Proteins|Research Design|Sensitivity and Specificity|Diagnostic Tests, Routine|Mass Screening|PLAU protein, human|Membrane Proteins|GPI-Linked Proteins
pca3	32250729	J. Urol.	2020		10.1097/JU.0000000000001066	0	0	Middle Aged|Humans|Male|RNA, Messenger|Prostatic Neoplasms|GATA2 protein, human|GATA2 Transcription Factor|Extracellular Vesicles|Prostate-Specific Antigen|Prostate|Image-Guided Biopsy|Body Fluids|Biomarkers, Tumor|Affect
pca3	32241692	Urol. Oncol.	2020		10.1016/j.urolonc.2020.02.018	0	0	Humans|Male|Prospective Studies|kallikrein-related peptidase 3, human|Prostate-Specific Antigen|Prostatic Neoplasms|Prostate|Biopsy|Biomarkers, Tumor|Antigens, Neoplasm|Body Fluids|Cost-Benefit Analysis|Medical Overuse
pca3	32228431	Anticancer Agents Med Chem	2020		10.2174/1871520620666200331102609	0	0	Humans|Rats|Animals|Male|Estradiol|Prostatitis|Selenium|Citrus sinensis|Estrogens|Prostatic Neoplasms
pca3	32211453	Am J Clin Exp Urol	2020	PMC7076296		0	0	Humans|Male|Prostatic Hyperplasia|Prostatic Neoplasms|Prostate-Specific Antigen|Prostate|Antigens, Neoplasm|Biopsy|Biomarkers, Tumor|Sensitivity and Specificity
FLCN	32642019	Radiol Case Rep	2020	PMC7334545	10.1016/j.radcr.2020.05.049	0	0	Male|Humans|Aged|Pneumothorax|Birt-Hogg-Dube Syndrome|Kidney Neoplasms|Lung Diseases|Skin Diseases|Diagnosis, Differential|Tumor Suppressor Proteins
FLCN	32631372	Orphanet J Rare Dis	2020	PMC7336475	10.1186/s13023-020-01448-y	0	0	Male|Middle Aged|Humans|Female|Cystic Disease Of Lung|Lung Diseases|Birt-Hogg-Dube Syndrome|Cysts|Tomography, X-Ray Computed|Asian Continental Ancestry Group
FLCN	32612235	Nature	2020		10.1038/s41586-020-2444-0	0	0	Humans|Male|MTOR protein, human|TOR Serine-Threonine Kinases|Birt-Hogg-Dube Syndrome|Kidney Neoplasms|Mechanistic Target of Rapamycin Complex 1
FLCN	32607581	J. Neuropathol. Exp. Neurol.	2020		10.1093/jnen/nlaa052	0	0	Humans|Myopathies, Nemaline|Filamins|Heterozygote|Myofibrillar Myopathy|Myopathies, Structural, Congenital|Distal Myopathies|Mutation|Phenotype|Pedigree|Mutation, Missense|Multiple Pterygium Syndrome, Autosomal Dominant|Arthrogryposis|FLCN protein, human|Proto-Oncogene Proteins|Tumor Suppressor Proteins
FLCN	32537432	Front Oncol	2020	PMC7269128	10.3389/fonc.2020.00818	0	0	Child|Humans|Histone Methyltransferases|Histone-Lysine N-Methyltransferase|Histocompatibility Antigens|Epigenesis, Genetic|Neuroblastoma|Histones|Cell Line, Tumor|Quinazolines
FLCN	32469710	Respir Med	2020		10.1016/j.rmed.2020.105995	0	0	Humans|Birt-Hogg-Dube Syndrome|FLCN protein, human|Tumor Suppressor Proteins|Proto-Oncogene Proteins|Genes, Tumor Suppressor|Genetic Testing|Mutation|Mechanistic Target of Rapamycin Complex 1|Skin|RHOA protein, human|rhoA GTP-Binding Protein
FLCN	32448321	Orphanet J Rare Dis	2020	PMC7245949	10.1186/s13023-020-01402-y	0	0	Humans|Adult|Male|Middle Aged|Female|Retrospective Studies|Birt-Hogg-Dube Syndrome|FLCN protein, human|Tumor Suppressor Proteins|Pneumothorax|Proto-Oncogene Proteins|Lung Diseases|Genes, Tumor Suppressor|Cysts|Mutation|Kidney Neoplasms|Respiratory Physiological Phenomena|Skin|Skin Neoplasms|Estrone
FLCN	32420021	Respir Med Case Rep	2020	PMC7218215	10.1016/j.rmcr.2020.101081	0	0	Humans|Male|Middle Aged|Birt-Hogg-Dube Syndrome|Lung Diseases|Kidney Neoplasms|Cysts|Pneumothorax|Genes, Tumor Suppressor|Tumor Suppressor Proteins|Germ-Line Mutation|Lung|Skin Neoplasms|Skin|Mutation|FLCN protein, human|Proto-Oncogene Proteins
FLCN	32398770	Genet. Med.	2020		10.1038/s41436-020-0816-3	0	0	Humans|Male|Polycystic Kidney, Autosomal Dominant|Polycystic Kidney Diseases|Phenotype|Genetic Heterogeneity|Mutation
FLCN	32327294	Urol. Oncol.	2020		10.1016/j.urolonc.2020.03.016	0	0	Humans|Male|Female|Tuberous Sclerosis|Angiomyolipoma|Kidney Neoplasms|Carcinoma, Renal Cell|Birt-Hogg-Dube Syndrome|HSP90 Heat-Shock Proteins|MTOR protein, human|TOR Serine-Threonine Kinases|Tumor Suppressor Proteins|Cytosol|Cell Transformation, Neoplastic|Hamartoma
POSTN	32642695	Neurooncol Adv	2020	PMC7276933	10.1093/noajnl/vdaa040	0	0	Humans|Glioblastoma|Neovascularization, Pathologic|B-Lymphocytes|Neovascularization, Physiologic|Glioma|Morphogenesis|Endothelial Cells|Cardiovascular Physiological Phenomena|Cells, Cultured|Leukocytes, Mononuclear
POSTN	32637906	JHEP Rep	2020	PMC7330160	10.1016/j.jhepr.2020.100115	0	0	Humans|Collagen|Extracellular Matrix|Liver|Extracellular Matrix Proteins|Liver Cirrhosis|Fibrosis|Proteomics|Disease Progression|Signal Transduction
POSTN	32627156	Ginekol. Pol.	2020		10.5603/GP.2020.0064	0	0	United States|Female|Pregnancy|Humans|Gynecology|Obstetrics|POSTN protein, human|Cell Adhesion Molecules|Glycoproteins|Signal Transduction|Ovarian Neoplasms|Endometriosis|Carcinoma, Ovarian Epithelial|Diagnostic Tests, Routine|Parturition|Extracellular Matrix Proteins|Uterine Cervical Neoplasms|National Library of Medicine (U.S.)|Tumor Microenvironment
POSTN	32613365	Ann. Surg. Oncol.	2020		10.1245/s10434-020-08765-3	0	0	Humans|Esophageal Squamous Cell Carcinoma|Esophageal Neoplasms|Retrospective Studies|POSTN protein, human|Cell Adhesion Molecules|Lymphocytes|Neutrophils|Carcinoma, Squamous Cell|Prognosis|C-Reactive Protein|Blood Platelets|Inflammation|ROC Curve|Diagnostic Tests, Routine|Albumins
POSTN	32611237	Circ. Res.	2020		10.1161/CIRCRESAHA.119.315999	0	0	
POSTN	32579471	Autophagy	2020		10.1080/15548627.2020.1778292	0	0	Pregnancy|Humans|Female|CTNNB1 protein, human|beta Catenin|Uterus|Autophagy|Macroautophagy|NOS1 protein, human|Nitric Oxide Synthase Type I|VEGFA protein, human|Vascular Endothelial Growth Factor A
POSTN	32510239	Cell Transplant	2020		10.1177/0963689720933241	0	0	Humans|Male|Female|Adult|Glioblastoma|DNA, B-Form|DNA Methylation|Prognosis|Protein Interaction Maps|Gene Expression Regulation, Neoplastic|Epigenesis, Genetic|Gene Expression Profiling|Databases, Genetic|Computational Biology|Protein Processing, Post-Translational|Signal Transduction|Central Nervous System Neoplasms|Biomarkers|POSTN protein, human|Cell Adhesion Molecules
POSTN	32461137	Mol. Cell. Probes	2020		10.1016/j.mcp.2020.101596	0	0	Rats|Male|Animals|Pyroptosis|Inflammasomes|Myocardial Reperfusion Injury|NLR Family, Pyrin Domain-Containing 3 Protein|POSTN protein, human|Cell Adhesion Molecules|Caspase 1|Myocytes, Cardiac|Reactive Oxygen Species|Hypoxia|Cell Hypoxia|Disease Models, Animal|Blotting, Western|Nlrp3 protein, rat
POSTN	32460303	Med. Sci. Monit.	2020	PMC7278529	10.12659/MSM.924934	0	0	Humans|Female|Computational Biology|Rhinitis, Allergic|Asthma|Biomarkers|Gene Ontology|Rhinitis|Gene Regulatory Networks|Protein Interaction Maps|MicroRNAs|Gene Expression Profiling|Genes, Regulator|Databases, Genetic|Nasal Mucosa|Signal Transduction|CCL26 protein, human|Chemokine CCL26|POSTN protein, human|Cell Adhesion Molecules
POSTN	32420385	Biomed Res Int	2020	PMC7210524	10.1155/2020/9405909	0	0	Humans|Rats|Animals|Male|Female|Osteogenesis|Mesenchymal Stem Cells|POSTN protein, human|Cell Adhesion Molecules|Cell Differentiation|Bone Marrow Cells|Estrogens|Stromal Cells|Osteoporosis|Estradiol|Ovariectomy|Cells, Cultured|Flavonoids
chd2	32609087	Elife	2020		10.7554/eLife.55775	0	0	Humans|Autistic Disorder|Mutation|Homeostasis|Biochemical Phenomena|Phenotype
chd2	32598477	Blood Adv	2020		10.1182/bloodadvances.2019001350	0	0	Adult|Humans|Female|Lymphoma, Mantle-Cell|Bayes Theorem|Neoplasm Recurrence, Local|Mutation|CCND1 protein, human|Cyclin D1|Genes, p16|Genes, cdc|NOTCH2 protein, human|Receptor, Notch2|KMT2A protein, human|Histone-Lysine N-Methyltransferase|Lymphoma, B-Cell|High-Throughput Nucleotide Sequencing|Protein-Serine-Threonine Kinases|Myeloid-Lymphoid Leukemia Protein|Lymphoma, Non-Hodgkin
chd2	32593896	Epilepsy Res.	2020		10.1016/j.eplepsyres.2020.106398	0	0	Child|Infant|Humans|Male|Child, Preschool|Epileptic Syndromes|Brain Diseases|Spasms, Infantile|Phenotype|Seizures|Genetic Testing|High-Throughput Nucleotide Sequencing|Genetic Predisposition to Disease|Mutation|India
chd2	32573645	Org. Biomol. Chem.	2020		10.1039/d0ob01054e	0	0	Aniline Compounds|Dimethylformamide
chd2	32483190	Sci Rep	2020	PMC7264272	10.1038/s41598-020-65839-8	0	0	Humans|Glycolysis|Aerobiosis|Neoplasms|Cell Proliferation|Glucose|Citric Acid Cycle
chd2	32170405	Childs Nerv Syst	2020		10.1007/s00381-020-04558-x	1	0	Child|Humans|Female|Adolescent|Lymphohistiocytosis, Hemophagocytic|Epilepsies, Myoclonic|Epilepsy, Generalized|Epilepsy|Drug Resistant Epilepsy|Vagus Nerve Stimulation|Family|Electroencephalography|Mutation|Haploinsufficiency|DNA-Binding Proteins|Infections|CHD2 protein, human
chd2	32061754	Cancer Lett.	2020		10.1016/j.canlet.2020.02.001	0	0	Humans|Male|Female|Thymic epithelial tumor|Thymus Neoplasms|Neoplasms, Glandular and Epithelial|High-Throughput Nucleotide Sequencing|Genomics|Thymoma|Mutation|Biomarkers, Tumor|Nucleotides|ARID1A protein, human|Nuclear Proteins|KMT2C protein, human|DNA-Binding Proteins|TGFBR2 protein, human|Receptor, Transforming Growth Factor-beta Type II|DNA Mismatch Repair|PRKDC protein, human|Frameshift Mutation
chd2	31993582	Epilepsy Behav Rep	2020	PMC6976925	10.1016/j.ebr.2019.100355	0	0	Adolescent|Humans|Myoclonic Epilepsy, Juvenile|Mutation|Seizures|Electroencephalography|Epileptic Syndromes|Diagnosis, Differential|CHD2 protein, human|DNA-Binding Proteins
chd2	31914951	BMC Med. Genet.	2020	PMC6950831	10.1186/s12881-019-0946-0	0	0	Child|Humans|Chromatin|Chromatin Assembly and Disassembly|DNA Copy Number Variations|Schizophrenia|DNA Helicases|Mutation|DNA-Binding Proteins|Phenotype
chd2	31904125	Epilepsia	2020		10.1111/epi.16054	0	0	Humans|Male|Epilepsies, Myoclonic|Epilepsy|CDKL5 deficiency disorder|Spasms, Infantile|NAV1.1 Voltage-Gated Sodium Channel|Epileptic Syndromes|Brain Diseases|Seizures, Febrile|Mutation|Phenotype|Syndrome|PCDH19 protein, human|Cadherins
SBDS	32625236	Front Genet	2020	PMC7311772	10.3389/fgene.2020.00631	0	0	Humans|Genome-Wide Association Study|Coronary Artery Disease|Genetic Loci|Genetic Predisposition to Disease|Polymorphism, Single Nucleotide|Phenotype|Risk Factors
SBDS	32621606	Nucleic Acids Res.	2020		10.1093/nar/gkaa574	0	0	DNA, B-Form|Protein Domains|DNA|Sulfur|DNA Restriction Enzymes|Sensitivity and Specificity|Protein Binding|Binding Sites|DNA-Binding Proteins|Models, Molecular|Hydrogen Bonding|Static Electricity|Endonucleases|Spine
SBDS	32599702	Micromachines (Basel)	2020		10.3390/mi11060609	0	0	Gases|Growth Disorders
SBDS	32558377	Arthritis Care Res (Hoboken)	2020		10.1002/acr.24355	0	0	Humans|Male|Thumb|Pain|Magnetic Resonance Imaging|Carpometacarpal Joints|Arthralgia|Pain Measurement|Osteoarthritis, Knee|Severity of Illness Index
SBDS	32549787	Cancer Cell Int.	2020	PMC7294624	10.1186/s12935-020-01317-5	0	0	Female|Humans|Male|Middle Aged|Prognosis|Endometrial Neoplasms|Biomarkers, Tumor
SBDS	32443764	Micromachines (Basel)	2020	PMC7281217	10.3390/mi11050519	0	0	Humans|gallium arsenide|Gallium|Semiconductors|Ultraviolet Rays|Research|Equipment Failure Analysis|Equipment Design|Arsenicals|Electrons|Neutrons|Research Personnel|Microsurgery|Physics
SBDS	32434641	Zhongguo Dang Dai Er Ke Za Zhi	2020			0	0	Child|Humans|Male|Female|Shwachman-Diamond Syndrome|Exocrine Pancreatic Insufficiency|Lipomatosis|Bone Marrow Diseases|Mutation|Myelodysplastic Syndromes|Biochemical Phenomena
SBDS	32412173	Am. J. Med. Genet. A	2020		10.1002/ajmg.a.61598	0	0	Humans|Male|Female|Pseudogenes|Exome|Shwachman-Diamond Syndrome|Pyle disease|Osteochondrodysplasias|Exocrine Pancreatic Insufficiency|Alleles|Whole Exome Sequencing|Bone Marrow Diseases|Heterozygote|Mutation|Gene Conversion|DNA Primers|Proteins|Polymerase Chain Reaction
SBDS	32293785	Am. J. Med. Genet. A	2020		10.1002/ajmg.a.61593	0	0	Male|Humans|Adolescent|Female|Shwachman-Diamond Syndrome|Proteomics|Phenotype|Exocrine Pancreatic Insufficiency|Lipomatosis|Bone Marrow Diseases|Abnormalities, Multiple|Proteins|Endocrine System
SBDS	32198344	Cell Death Dis	2020	PMC7083877	10.1038/s41419-020-2393-4	1	0	Humans|Tumor Suppressor Protein p53|Ribosomes|Ribosomal Proteins|Nuclear Proteins|Bone Marrow Diseases|Transcription, Genetic|Ubiquitination|Cell Proliferation|Cell Nucleus|Gene Knockdown Techniques|Cell Cycle|Shwachman-Diamond Syndrome|SBDS protein, human|Proteins
A8K2U0	30657212	Skin Res Technol	2019		10.1111/srt.12668	0	0	Humans|Mass Spectrometry|Proteins|Chromatography, Liquid|Healthy Volunteers|Chromatography, High Pressure Liquid|Skin|Asian Continental Ancestry Group
mnx1	32615233	Neuroscience	2020		10.1016/j.neuroscience.2020.06.028	0	0	Humans|Induced Pluripotent Stem Cells|Motor Neurons|Pluripotent Stem Cells|Neurons, Efferent|Cell Differentiation|Embryonic Stem Cells|Reference Standards|Spinal Cord|Cells, Cultured|Transgenes|Cholinergic Agents
mnx1	32571425	Orphanet J Rare Dis	2020	PMC7310025	10.1186/s13023-020-01442-4	0	0	Humans|Male|Female|Currarino triad|Digestive System Abnormalities|Syringomyelia|Anal Canal|Rectum|Sacrum|Genes, Homeobox|Phenotype|Homeodomain Proteins|Abnormalities, Multiple|Mutation|Transcription Factors|Anorectal Malformations|Asian Continental Ancestry Group|Genotype|MNX1 protein, human
mnx1	32460659	Zebrafish	2020		10.1089/zeb.2019.1777	0	0	Animals|Female|Humans|Pregnancy|Insulin-Secreting Cells|Multiple Birth Offspring|Islets of Langerhans|Pregnancy, Multiple|Pancreas|Diabetes Mellitus|Regeneration|Cell Differentiation|Zebrafish|Cell Proliferation|Conservation of Natural Resources
mnx1	32117046	Front Endocrinol (Lausanne)	2020	PMC7010808	10.3389/fendo.2019.00934	0	0	Mice|Humans|Animals|Disease Models, Animal|Mice, Transgenic|Phenotype|Ciliopathies|Mutation|Musculoskeletal Diseases|Cilia|Lysosomal Storage Diseases|Biomimetics|Proteins|Gene Knockout Techniques|Genes, X-Linked|Rare Diseases|Osteochondrodysplasias|Human Genetics
mnx1	31924214	Mol. Cancer	2020	PMC6953272	10.1186/s12943-019-1104-1	3	0	Humans|RNA, Long Noncoding|Stomach Neoplasms|Neoplastic Processes|Stomach|RNA, Antisense|Gene Expression Regulation, Neoplastic|Neoplasm Invasiveness|MicroRNAs|Cell Proliferation|Cell Movement|Homeodomain Proteins|Cell Line, Tumor|Transcription Factors|Disease Progression|Proto-Oncogene Proteins c-bcl-2|MNX1 protein, human|TEAD4 protein, human|DNA-Binding Proteins
mnx1	31903751	J. Agric. Food Chem.	2020		10.1021/acs.jafc.9b07151	0	0	Triticum|Plant Leaves|Arctostaphylos|Pyrus|Arbutin|Engineering
mnx1	31847880	J Hematol Oncol	2019	PMC6918594	10.1186/s13045-019-0826-2	1	0	Humans|Carcinoma, Pancreatic Ductal|Pancreatic Carcinoma|Pancreatic Neoplasms|Macrophages|HSP90 Heat-Shock Proteins|Cancer-Associated Fibroblasts|Epithelial-Mesenchymal Transition|Cell Movement|Cell Line, Tumor|Biochemical Phenomena|Gene Expression Regulation, Neoplastic|Biological Transport
mnx1	31843814	J. Pharmacol. Exp. Ther.	2019		10.1124/jpet.119.262949	0	0	Humans|RNA, Long Noncoding|RNA, Antisense|Urinary Bladder Neoplasms|Carcinogenesis|Oncogenes|Transcription Factors|MicroRNAs|Cell Proliferation|Neoplasm Invasiveness|Gene Expression Regulation, Neoplastic|Cell Movement|Epithelial-Mesenchymal Transition|Cell Line, Tumor|Disease Progression|MNX1 protein, human|Homeodomain Proteins|MIRN218 microRNA, human
mnx1	31730496	Orphanet J Rare Dis	2019	PMC6858688	10.1186/s13023-019-1208-0	0	0	Male|Humans|Adult|Female|Mosaicism|Pigmentation Disorders|Skin Pigmentation|Karyotyping|Cytogenetics
mnx1	31726413	Sci. Total Environ.	2019		10.1016/j.scitotenv.2019.134870	0	0	Animals|Zebrafish|Hedgehog Proteins|decamethrin|Urinary Bladder|Nitriles|Organogenesis|PTCH2 protein, human|Patched-2 Receptor|Pyrethrins|Air Sacs|PTCH protein, human|Patched-1 Receptor|Wnt1 Protein|Embryo, Nonmammalian|Transcription Factors|Signal Transduction|FZD3 protein, human|Frizzled Receptors
Dlx1	32553154	Cell Rep	2020		10.1016/j.celrep.2020.107778	0	0	Mice|Animals|Corpus Striatum|Substantia Nigra|Dopamine|Basal Ganglia|Pars Compacta|Neural Pathways|Axons|Interneurons|Neurites|Neocortex
Dlx1	32508046	Clin Transl Med	2020		10.1002/ctm2.29	0	0	Humans|Male|Female|Phosphatidylinositol 3-Kinases|Prognosis|Myelodysplastic Syndromes|DNA Methylation|Leukemia, Myeloid, Acute|Epigenomics|Myeloproliferative Disorders|Promoter Regions, Genetic|Genes, Homeobox|Remission Induction|Disease-Free Survival|Protein Processing, Post-Translational|Epigenesis, Genetic
Dlx1	32403166	Dev. Growth Differ.	2020		10.1111/dgd.12671	0	0	Animals|Branchial Region|Transcription Factors|Homeodomain Proteins|Genes, Homeobox|Genitalia|Gene Expression Regulation, Developmental|Multigene Family|Regulatory Sequences, Nucleic Acid|Evolution, Molecular|Urogenital System|Mammals|Organ Specificity
Dlx1	32368149	Cancer Manag Res	2020	PMC7185642	10.2147/CMAR.S239796	0	0	Humans|Male|Prostate|Prostatic Neoplasms|Neoplastic Processes|Disease Progression|MicroRNAs|Gene Expression Regulation, Neoplastic|Cell Line, Tumor|Cell Proliferation|Down-Regulation|Apoptosis|MIRN489 microRNA, human
Dlx1	32253239	Development	2020		10.1242/dev.180067	1	0	Animals|Humans|ASCL1 protein, human|Basic Helix-Loop-Helix Transcription Factors|Transcription Factors|Drosophila Proteins|Drosophila|Amino Acid Sequence
Dlx1	32170006	Proc. Natl. Acad. Sci. U.S.A.	2020	PMC7132256	10.1073/pnas.1921007117	0	0	Humans|Basal Ganglia|Neostriatum|Huntington Disease|Neural Pathways|Reward|Ventral Striatum|Parkinson Disease|Neurons|Substance-Related Disorders
Dlx1	32021296	Onco Targets Ther	2020	PMC6974148	10.2147/OTT.S221276	0	0	Humans|Male|RNA, Messenger|Computational Biology|Prostate|Plasma|Prostatic Neoplasms|Biomarkers, Tumor|MicroRNAs|Gene Expression Regulation, Neoplastic
Dlx1	32017713	JCI Insight	2020	PMC7101142	10.1172/jci.insight.131494	0	0	Mice|Animals|Genes, Homeobox|Transcription Factors|Enteric Nervous System|Homeodomain Proteins|Intestine, Small|Neurons|Neuroglia|Vasoactive Intestinal Peptide|Gene Expression Regulation, Developmental|Cell Movement|Gastrointestinal Motility|Intestines|Base Sequence
Dlx1	31922317	Cell Prolif.	2020	PMC7048213	10.1111/cpr.12758	2	0	Mice|Animals|Mice, Knockout|NGFR protein, human|Receptors, Nerve Growth Factor|Nerve Tissue Proteins|Mesenchymal Stem Cells|Receptor, Nerve Growth Factor|Cell Differentiation|Cells, Cultured|Calcinosis
Dlx1	31882504	In Vivo	2019	PMC6984119	10.21873/invivo.11786	0	0	Humans|Male|Multiparametric Magnetic Resonance Imaging|Prostate|Prostatic Neoplasms|Magnetic Resonance Imaging|Image-Guided Biopsy|Urinalysis
LZTR1	32642684	Neurooncol Adv	2020	PMC7212860	10.1093/noajnl/vdaa023	0	0	Humans|Neuroma, Acoustic|Neurofibromatosis 2|Cerebellopontine Angle|Vestibulocochlear Nerve|Neurilemmoma|Tumor Microenvironment
LZTR1	32623905	Circulation	2020		10.1161/CIRCULATIONAHA.119.044794	0	0	
LZTR1	32576656	J. Med. Genet.	2020		10.1136/jmedgenet-2020-107022	0	0	Male|Humans|Female|Neuroma, Acoustic|Neurofibromatosis 2|Schwannomatosis|Neurofibromatoses|Neurilemmoma|Skin Neoplasms|Transcription Factors|Mutation
LZTR1	32575496	Genes (Basel)	2020		10.3390/genes11060671	0	0	Humans|Legius syndrome|Cafe-au-Lait Spots|Neurofibromatosis 1|Phenotype|High-Throughput Nucleotide Sequencing|Mutation
LZTR1	32514133	Eur. J. Hum. Genet.	2020		10.1038/s41431-020-0658-0	0	0	Humans|Adult|Noonan Syndrome|Genes, ras|Phenotype|Multifactorial Inheritance|Whole Exome Sequencing|DNA Mutational Analysis|Mutation|Pedigree|Protein Stability|Transcription Factors
LZTR1	32339168	PLoS Genet.	2020	PMC7205319	10.1371/journal.pgen.1008727	0	0	Animals|Humans|DiGeorge Syndrome|Genes, Neurofibromatosis 1|Schizophrenia|Neurofibromin 1|Chromosome Deletion|Sleep|Shprintzen Golberg craniosynostosis|Arachnodactyly|Marfan Syndrome|Craniosynostoses|Signal Transduction|Genetic Predisposition to Disease|Drosophila|Phenotype|LZTR1 protein, human|Transcription Factors
